	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
AM-388-A20_contigs_AM-388-A20_NODE_35_4	AM-388-A20_contigs	AM-388-A20_NODE_35	4	4254	5489	-1	D										Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferases group 1 [PF13524.9]	GT4; GT5	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132; 2.4.1.11,2.4.1.183,2.4.1.21,2.4.1.-,2.4.1.242	GT4.hmm	0
AM-388-A20_contigs_AM-388-A20_NODE_35_5	AM-388-A20_contigs	AM-388-A20_NODE_35	5	5464	7485	-1	C	K04034	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]								Radical SAM superfamily [PF04055.24]; B12 binding domain [PF02310.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_35_6	AM-388-A20_contigs	AM-388-A20_NODE_35	6	8287	8418	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_35_7	AM-388-A20_contigs	AM-388-A20_NODE_35	7	8447	8848	-1	C	K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]								PIN domain [PF01850.24]					0
AM-388-A20_contigs_AM-388-A20_NODE_35_8	AM-388-A20_contigs	AM-388-A20_NODE_35	8	8845	9102	-1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_36_1	AM-388-A20_contigs	AM-388-A20_NODE_36	1	1	1533	-1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_36_2	AM-388-A20_contigs	AM-388-A20_NODE_36	2	1566	2252	-1	C	K06987	uncharacterized protein								Succinylglutamate desuccinylase / Aspartoacylase family [PF04952.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_3	AM-388-A20_contigs	AM-388-A20_NODE_36	3	2252	3157	-1	C	K05844	ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]								RimK PreATP-grasp domain [PF18030.4]; RimK-like ATP-grasp domain [PF08443.14]; Prokaryotic glutathione synthetase, ATP-grasp domain [PF02955.19]; Sugar-transfer associated ATP-grasp [PF14397.9]; ATP-grasp domain [PF02655.17]; YheC/D like ATP-grasp [PF14398.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_4	AM-388-A20_contigs	AM-388-A20_NODE_36	4	3154	3654	-1	D										Putative ATP-dependant zinc protease [PF05618.14]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_5	AM-388-A20_contigs	AM-388-A20_NODE_36	5	4057	5727	1	D										7 transmembrane helices usually fused to an inactive transglutaminase [PF14402.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_6	AM-388-A20_contigs	AM-388-A20_NODE_36	6	5810	6754	1	D										Universal stress protein family [PF00582.29]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_7	AM-388-A20_contigs	AM-388-A20_NODE_36	7	6858	8123	1	C	K22908	mannosylglucosylglycerate synthase [EC:2.4.1.-]								Glycosyl transferases group 1 [PF00534.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_8	AM-388-A20_contigs	AM-388-A20_NODE_36	8	8138	8515	-1	D										PilZ domain [PF07238.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_36_9	AM-388-A20_contigs	AM-388-A20_NODE_36	9	8564	9193	-1	C	K01673	carbonic anhydrase [EC:4.2.1.1]								Carbonic anhydrase [PF00484.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_1	AM-388-A20_contigs	AM-388-A20_NODE_37	1	67	1020	1	C	K07080	uncharacterized protein								NMT1-like family [PF16868.8]; NMT1/THI5 like [PF09084.14]; NMT1-like family [PF13379.9]; ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.10]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_2	AM-388-A20_contigs	AM-388-A20_NODE_37	2	1377	3236	1	D										Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_3	AM-388-A20_contigs	AM-388-A20_NODE_37	3	3384	4205	1	D										NYN domain [PF01936.21]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_4	AM-388-A20_contigs	AM-388-A20_NODE_37	4	4382	5131	1	D										Spermine/spermidine synthase domain [PF01564.20]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_5	AM-388-A20_contigs	AM-388-A20_NODE_37	5	5193	5888	-1	C	K03469	ribonuclease HI [EC:3.1.26.4]								RNase H [PF00075.27]; Caulimovirus viroplasmin [PF01693.19]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_6	AM-388-A20_contigs	AM-388-A20_NODE_37	6	5925	6830	-1	D										Radical SAM superfamily [PF04055.24]; 4Fe-4S single cluster domain [PF13353.9]; 4Fe-4S single cluster domain [PF13394.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_7	AM-388-A20_contigs	AM-388-A20_NODE_37	7	7096	8730	1	D										ABC transporter [PF00005.30]; ABC transporter [PF12848.10]					0
AM-388-A20_contigs_AM-388-A20_NODE_37_8	AM-388-A20_contigs	AM-388-A20_NODE_37	8	9020	9256	-1	D										ABC transporter C-terminal domain [PF16326.8]					0
AM-388-A20_contigs_AM-388-A20_NODE_38_1	AM-388-A20_contigs	AM-388-A20_NODE_38	1	584	2146	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_38_2	AM-388-A20_contigs	AM-388-A20_NODE_38	2	2140	2898	1	C	K07484	transposase								IstB-like ATP binding protein [PF01695.20]; Bacterial dnaA  protein [PF00308.21]					0
AM-388-A20_contigs_AM-388-A20_NODE_38_3	AM-388-A20_contigs	AM-388-A20_NODE_38	3	3243	4649	1	C	K07482	transposase, IS30 family								Transposase IS66 family [PF03050.17]; Family of unknown function (DUF6444) [PF20042.2]					0
AM-388-A20_contigs_AM-388-A20_NODE_38_4	AM-388-A20_contigs	AM-388-A20_NODE_38	4	4754	6943	-1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_38_5	AM-388-A20_contigs	AM-388-A20_NODE_38	5	6956	7249	-1	D										ATP-grasp domain [PF13549.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_38_6	AM-388-A20_contigs	AM-388-A20_NODE_38	6	7775	8137	-1	D										Winged helix DNA-binding domain [PF13463.9]; MarR family [PF01047.25]					0
AM-388-A20_contigs_AM-388-A20_NODE_39_1	AM-388-A20_contigs	AM-388-A20_NODE_39	1	698	1975	1	C	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]								Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.30]; Group II intron, maturase-specific domain [PF08388.14]					0
AM-388-A20_contigs_AM-388-A20_NODE_39_2	AM-388-A20_contigs	AM-388-A20_NODE_39	2	2345	3373	-1	C	K00344	NADPH:quinone reductase [EC:1.6.5.5]								Zinc-binding dehydrogenase [PF00107.29]; Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF13602.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_39_3	AM-388-A20_contigs	AM-388-A20_NODE_39	3	3984	4382	1	D										Protein of Unknown function (DUF2784) [PF10861.11]					0
AM-388-A20_contigs_AM-388-A20_NODE_39_4	AM-388-A20_contigs	AM-388-A20_NODE_39	4	4404	5171	1	C	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]								Metallo-beta-lactamase superfamily [PF00753.30]					0
AM-388-A20_contigs_AM-388-A20_NODE_39_5	AM-388-A20_contigs	AM-388-A20_NODE_39	5	5318	5848	1	D										Nitroreductase family [PF00881.27]; Putative TM nitroreductase [PF14512.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_39_6	AM-388-A20_contigs	AM-388-A20_NODE_39	6	6103	7134	1	D										Galactose-1-phosphate uridyl transferase, N-terminal domain [PF01087.25]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_1	AM-388-A20_contigs	AM-388-A20_NODE_4	1	1	543	1	D										UTRA domain [PF07702.16]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_2	AM-388-A20_contigs	AM-388-A20_NODE_4	2	946	1743	1	C	K01055	3-oxoadipate enol-lactonase [EC:3.1.1.24]	MER0067619	S33	MER0067619 - family S33 unassigned peptidases (Rubrobacter xylanophilus) [S33.UPW]#S33#{peptidase unit: 3-253}~source YP_644352~	False	0.322	129.0	1.7470000000000002e-31	Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; TAP-like protein [PF08386.13]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]; Ndr family [PF03096.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_3	AM-388-A20_contigs	AM-388-A20_NODE_4	3	1793	3709	1	D										Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_4	AM-388-A20_contigs	AM-388-A20_NODE_4	4	3835	4785	1	C	K07080	uncharacterized protein								NMT1-like family [PF16868.8]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_5	AM-388-A20_contigs	AM-388-A20_NODE_4	5	4882	6579	1	D										FAD binding domain [PF00890.27]; Fumarate reductase flavoprotein C-term [PF02910.23]; FAD dependent oxidoreductase [PF12831.10]; HI0933-like protein [PF03486.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_6	AM-388-A20_contigs	AM-388-A20_NODE_4	6	6570	8162	1	D										Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.9]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Flavin-binding monooxygenase-like [PF00743.22]; NAD(P)-binding Rossmann-like domain [PF13450.9]; HI0933-like protein [PF03486.17]; FAD dependent oxidoreductase [PF01266.27]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_7	AM-388-A20_contigs	AM-388-A20_NODE_4	7	8230	8469	1	D										Tripartite tricarboxylate transporter TctA family [PF01970.19]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_8	AM-388-A20_contigs	AM-388-A20_NODE_4	8	8409	9212	1	C	K07795	putative tricarboxylic transport membrane protein								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_9	AM-388-A20_contigs	AM-388-A20_NODE_4	9	9296	10324	1	D										Sulfotransferase family [PF13469.9]; Sulfotransferase domain [PF00685.30]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_10	AM-388-A20_contigs	AM-388-A20_NODE_4	10	10776	11165	1	D										Alanine dehydrogenase/PNT, N-terminal domain [PF05222.18]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_11	AM-388-A20_contigs	AM-388-A20_NODE_4	11	11084	11818	-1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_4_12	AM-388-A20_contigs	AM-388-A20_NODE_4	12	12031	12513	1	D										Alanine dehydrogenase/PNT, C-terminal domain [PF01262.24]; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.22]; Shikimate / quinate 5-dehydrogenase [PF01488.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_13	AM-388-A20_contigs	AM-388-A20_NODE_4	13	12517	12732	1	D										Alanine dehydrogenase/PNT, C-terminal domain [PF01262.24]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_14	AM-388-A20_contigs	AM-388-A20_NODE_4	14	12754	14166	1	D										MmgE/PrpD N-terminal domain [PF03972.17]; MmgE/PrpD C-terminal domain [PF19305.2]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_15	AM-388-A20_contigs	AM-388-A20_NODE_4	15	15084	16316	-1	C	K01733	threonine synthase [EC:4.2.3.1]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_16	AM-388-A20_contigs	AM-388-A20_NODE_4	16	16485	17288	-1	C	K06989	aspartate dehydrogenase [EC:1.4.1.21]								Aspartate dehydrogenase, C-terminal [PF01958.21]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_17	AM-388-A20_contigs	AM-388-A20_NODE_4	17	17394	18392	-1	D										Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_18	AM-388-A20_contigs	AM-388-A20_NODE_4	18	18441	19223	-1	D										Bacterial transcriptional regulator [PF01614.21]; IclR helix-turn-helix domain [PF09339.13]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_19	AM-388-A20_contigs	AM-388-A20_NODE_4	19	19372	19605	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_4_20	AM-388-A20_contigs	AM-388-A20_NODE_4	20	19597	19809	-1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_4_21	AM-388-A20_contigs	AM-388-A20_NODE_4	21	19840	20145	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_4_22	AM-388-A20_contigs	AM-388-A20_NODE_4	22	20142	20369	1	D										Transposase DDE domain [PF13751.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_23	AM-388-A20_contigs	AM-388-A20_NODE_4	23	20539	21822	-1	D										Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_24	AM-388-A20_contigs	AM-388-A20_NODE_4	24	21863	23137	-1	C	K11690	C4-dicarboxylate transporter, DctM subunit								Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_25	AM-388-A20_contigs	AM-388-A20_NODE_4	25	23204	23725	-1	C	K21394	TRAP-type transport system small permease protein								Tripartite ATP-independent periplasmic transporters, DctQ component [PF04290.15]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_26	AM-388-A20_contigs	AM-388-A20_NODE_4	26	23782	24864	-1	C	K21395	TRAP-type transport system periplasmic protein								Bacterial extracellular solute-binding protein, family 7 [PF03480.16]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_27	AM-388-A20_contigs	AM-388-A20_NODE_4	27	25215	25790	-1	C	K02879	large subunit ribosomal protein L17								Ribosomal protein L17 [PF01196.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_28	AM-388-A20_contigs	AM-388-A20_NODE_4	28	25844	26875	-1	C	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]								RNA polymerase Rpb3/RpoA insert domain [PF01000.29]; RNA polymerase Rpb3/Rpb11 dimerisation domain [PF01193.27]; Bacterial RNA polymerase, alpha chain C terminal domain [PF03118.18]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_29	AM-388-A20_contigs	AM-388-A20_NODE_4	29	26991	27422	-1	C	K02986	small subunit ribosomal protein S4								S4 domain [PF01479.28]; Ribosomal protein S4/S9 N-terminal domain [PF00163.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_30	AM-388-A20_contigs	AM-388-A20_NODE_4	30	27673	28059	-1	C	K02948	small subunit ribosomal protein S11								Ribosomal protein S11 [PF00411.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_31	AM-388-A20_contigs	AM-388-A20_NODE_4	31	28208	28591	-1	C	K02952	small subunit ribosomal protein S13								Ribosomal protein S13/S18 [PF00416.25]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_32	AM-388-A20_contigs	AM-388-A20_NODE_4	32	28799	29017	-1	C	K02518	translation initiation factor IF-1								Translation initiation factor 1A / IF-1 [PF01176.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_33	AM-388-A20_contigs	AM-388-A20_NODE_4	33	29099	30415	-1	C	K03076	preprotein translocase subunit SecY								SecY [PF00344.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_34	AM-388-A20_contigs	AM-388-A20_NODE_4	34	30415	30855	-1	C	K02876	large subunit ribosomal protein L15								Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A [PF00828.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_35	AM-388-A20_contigs	AM-388-A20_NODE_4	35	30842	31039	-1	C	K02907	large subunit ribosomal protein L30								Ribosomal protein L30p/L7e [PF00327.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_36	AM-388-A20_contigs	AM-388-A20_NODE_4	36	31054	31551	-1	C	K02988	small subunit ribosomal protein S5								Ribosomal protein S5, N-terminal domain [PF00333.23]; Ribosomal protein S5, C-terminal domain [PF03719.18]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_37	AM-388-A20_contigs	AM-388-A20_NODE_4	37	31582	31887	-1	C	K02881	large subunit ribosomal protein L18								Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast [PF00861.25]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_38	AM-388-A20_contigs	AM-388-A20_NODE_4	38	32016	32555	-1	C	K02933	large subunit ribosomal protein L6								Ribosomal protein L6 [PF00347.26]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_39	AM-388-A20_contigs	AM-388-A20_NODE_4	39	32574	32972	-1	C	K02994	small subunit ribosomal protein S8								Ribosomal protein S8 [PF00410.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_40	AM-388-A20_contigs	AM-388-A20_NODE_4	40	33311	33850	-1	C	K02931	large subunit ribosomal protein L5								ribosomal L5P family C-terminus [PF00673.24]; Ribosomal protein L5 [PF00281.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_41	AM-388-A20_contigs	AM-388-A20_NODE_4	41	34011	34199	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_4_42	AM-388-A20_contigs	AM-388-A20_NODE_4	42	34290	34658	-1	C	K02874	large subunit ribosomal protein L14								Ribosomal protein L14p/L23e [PF00238.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_4_43	AM-388-A20_contigs	AM-388-A20_NODE_4	43	34681	34911	-1	C	K02961	small subunit ribosomal protein S17								Ribosomal protein S17 [PF00366.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_40_1	AM-388-A20_contigs	AM-388-A20_NODE_40	1	1	1620	1	C	K03427	type I restriction enzyme M protein [EC:2.1.1.72]								N-6 DNA Methylase [PF02384.19]; Putative RNA methylase family UPF0020 [PF01170.21]					0
AM-388-A20_contigs_AM-388-A20_NODE_40_2	AM-388-A20_contigs	AM-388-A20_NODE_40	2	1617	2918	1	C	K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]								Type I restriction modification DNA specificity domain [PF01420.22]					0
AM-388-A20_contigs_AM-388-A20_NODE_40_3	AM-388-A20_contigs	AM-388-A20_NODE_40	3	2899	5805	1	C	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]								SWI2/SNF2 ATPase [PF18766.4]; RadC-like JAB domain [PF04002.18]; Type I restriction enzyme R protein N terminus (HSDR_N) [PF04313.17]; Type III restriction enzyme, res subunit [PF04851.18]; Domain of unknown function (DUF3387) [PF11867.11]					0
AM-388-A20_contigs_AM-388-A20_NODE_40_4	AM-388-A20_contigs	AM-388-A20_NODE_40	4	6312	7220	1	D										short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]					0
AM-388-A20_contigs_AM-388-A20_NODE_41_1	AM-388-A20_contigs	AM-388-A20_NODE_41	1	2	298	1	D										4Fe-4S dicluster domain [PF13247.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_41_2	AM-388-A20_contigs	AM-388-A20_NODE_41	2	302	1636	1	D										Polysulphide reductase, NrfD [PF03916.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_41_3	AM-388-A20_contigs	AM-388-A20_NODE_41	3	1626	2132	1	D										Alternative complex III, ActD subunit [PF11821.11]					0
AM-388-A20_contigs_AM-388-A20_NODE_41_4	AM-388-A20_contigs	AM-388-A20_NODE_41	4	2166	3356	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_41_5	AM-388-A20_contigs	AM-388-A20_NODE_41	5	3347	3970	1	D										Class III cytochrome C family [PF02085.19]; Cytochrome c7 and related cytochrome c [PF14522.9]					4
AM-388-A20_contigs_AM-388-A20_NODE_41_6	AM-388-A20_contigs	AM-388-A20_NODE_41	6	3958	5355	1	D										Cytochrome C and Quinol oxidase polypeptide I [PF00115.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_41_7	AM-388-A20_contigs	AM-388-A20_NODE_41	7	5352	6284	1	D										Cytochrome C oxidase, mono-heme subunit/FixO [PF02433.18]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]					2
AM-388-A20_contigs_AM-388-A20_NODE_41_8	AM-388-A20_contigs	AM-388-A20_NODE_41	8	6517	6783	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_41_9	AM-388-A20_contigs	AM-388-A20_NODE_41	9	6807	6968	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_42_1	AM-388-A20_contigs	AM-388-A20_NODE_42	1	2	142	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_42_2	AM-388-A20_contigs	AM-388-A20_NODE_42	2	143	658	1	D										Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]					1
AM-388-A20_contigs_AM-388-A20_NODE_42_3	AM-388-A20_contigs	AM-388-A20_NODE_42	3	763	3309	1	D										haloacid dehalogenase-like hydrolase [PF00702.29]; E1-E2 ATPase [PF00122.23]; Heavy-metal-associated domain [PF00403.29]; Putative metal-binding domain of cation transport ATPase [PF12156.11]					0
AM-388-A20_contigs_AM-388-A20_NODE_42_4	AM-388-A20_contigs	AM-388-A20_NODE_42	4	3381	3794	1	E															0
AM-388-A20_contigs_AM-388-A20_NODE_42_5	AM-388-A20_contigs	AM-388-A20_NODE_42	5	3873	6320	-1	C	K01533	P-type Cu2+ transporter [EC:7.2.2.9]								E1-E2 ATPase [PF00122.23]; haloacid dehalogenase-like hydrolase [PF00702.29]; Heavy-metal-associated domain [PF00403.29]					0
AM-388-A20_contigs_AM-388-A20_NODE_42_6	AM-388-A20_contigs	AM-388-A20_NODE_42	6	6383	6586	-1	D										Heavy-metal-associated domain [PF00403.29]					0
AM-388-A20_contigs_AM-388-A20_NODE_42_7	AM-388-A20_contigs	AM-388-A20_NODE_42	7	6629	6808	-1	C	K08982	putative membrane protein													0
AM-388-A20_contigs_AM-388-A20_NODE_43_1	AM-388-A20_contigs	AM-388-A20_NODE_43	1	2	553	1	D										Cytidylate kinase-like family [PF13189.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_2	AM-388-A20_contigs	AM-388-A20_NODE_43	2	697	1272	1	C	K05569	multicomponent Na+:H+ antiporter subunit E								Na+/H+ ion antiporter subunit [PF01899.19]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_3	AM-388-A20_contigs	AM-388-A20_NODE_43	3	1272	1580	1	D										Multiple resistance and pH regulation protein F (MrpF / PhaF) [PF04066.16]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_4	AM-388-A20_contigs	AM-388-A20_NODE_43	4	1584	1913	1	D										Na+/H+ antiporter subunit [PF03334.17]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_5	AM-388-A20_contigs	AM-388-A20_NODE_43	5	1910	2155	1	C	K14113	energy-converting hydrogenase B subunit D								MBH, subunit D [PF13244.9]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_6	AM-388-A20_contigs	AM-388-A20_NODE_43	6	2152	2982	1	C	K05566	multicomponent Na+:H+ antiporter subunit B								Domain related to MnhB subunit of Na+/H+ antiporter [PF04039.16]; MBH, subunit E [PF20501.1]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_7	AM-388-A20_contigs	AM-388-A20_NODE_43	7	2985	3386	1	C	K05567	multicomponent Na+:H+ antiporter subunit C								NADH-ubiquinone/plastoquinone oxidoreductase chain 4L [PF00420.27]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_8	AM-388-A20_contigs	AM-388-A20_NODE_43	8	3388	4872	1	C	K05568	multicomponent Na+:H+ antiporter subunit D								Proton-conducting membrane transporter [PF00361.23]					0
AM-388-A20_contigs_AM-388-A20_NODE_43_9	AM-388-A20_contigs	AM-388-A20_NODE_43	9	4847	6355	1	C	K05568	multicomponent Na+:H+ antiporter subunit D								Proton-conducting membrane transporter [PF00361.23]					0
